EmployeeID,Name,Department,JobRole,MonthlyIncome,OverTime,Attrition_Probability,Attrition_Risk_Level,EngagementScore,Engagement_Category,CurrentSkills,MissingSkills,SkillGapCount,UpskillingRecommendation
727,Employee #727,Research & Development,Research Director,11159.0,No,0.0048,LOW,91.63,HIGH,"Python, Leadership","R&D Strategy, Grant Writing, Data Analysis",3,Professional Skill Development: R&D Strategy; Research Grant Writing & Innovation Funding Workshop
728,Employee #728,Sales,Sales Executive,4960.0,No,0.0287,LOW,87.86,HIGH,"Lead Generation, Negotiation, Communication, Salesforce","CRM Software, Excel",2,Professional Skill Development: CRM Software; Professional Skill Development: Excel
729,Employee #729,Sales,Sales Executive,10475.0,Yes,0.1251,LOW,91.16,HIGH,"Negotiation, Salesforce, Excel","CRM Software, Communication, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Communication
730,Employee #730,Research & Development,Research Director,14814.0,No,0.0005,LOW,56.1,MEDIUM,"R&D Strategy, Data Analysis","Grant Writing, Python, Leadership",3,Research Grant Writing & Innovation Funding Workshop; Advanced Python Programming & Data Science Masterclass
731,Employee #731,Human Resources,Manager,19141.0,No,0.209,LOW,57.08,MEDIUM,"Leadership, Budgeting","Project Management, Strategic Planning, Performance Management",3,Professional Skill Development: Project Management; Executive Leadership & Strategic Workforce Planning
732,Employee #732,Sales,Sales Executive,5405.0,No,0.3837,MEDIUM,80.09,HIGH,"Negotiation, Lead Generation, Communication, CRM Software, Salesforce",Excel,1,Professional Skill Development: Excel
733,Employee #733,Research & Development,Manufacturing Director,8793.0,No,0.0246,LOW,90.76,HIGH,"Supply Chain, Operations Management","ERP, Budgeting, Lean Six Sigma",3,Professional Skill Development: ERP; Professional Skill Development: Budgeting
734,Employee #734,Human Resources,Manager,19189.0,No,0.0085,LOW,62.37,MEDIUM,"Performance Management, Project Management, Budgeting","Leadership, Strategic Planning",2,Professional Skill Development: Leadership; Executive Leadership & Strategic Workforce Planning
738,Employee #738,Sales,Sales Representative,3875.0,No,0.1219,LOW,87.57,HIGH,"Communication, Cold Calling, Salesforce","Customer Service, CRM",2,Professional Skill Development: Customer Service; Professional Skill Development: CRM
741,Employee #741,Research & Development,Research Scientist,2216.0,Yes,0.609,HIGH,57.62,MEDIUM,"Python, Data Analysis, Lab Equipment","Statistics, R, Machine Learning",3,Professional Skill Development: Statistics; Statistical Computing & Data Visualization in R
742,Employee #742,Research & Development,Research Director,11713.0,No,0.0194,LOW,55.03,MEDIUM,"Data Analysis, R&D Strategy, Python, Leadership",Grant Writing,1,Research Grant Writing & Innovation Funding Workshop
743,Employee #743,Research & Development,Manufacturing Director,7861.0,Yes,0.1111,LOW,82.62,HIGH,"Budgeting, ERP, Supply Chain","Operations Management, Lean Six Sigma",2,Professional Skill Development: Operations Management; Lean Six Sigma Green Belt Enterprise Certification
744,Employee #744,Research & Development,Laboratory Technician,3708.0,No,0.2645,MEDIUM,72.32,MEDIUM,"Sample Preparation, Quality Control, Lab Safety","Data Entry, Excel",2,Professional Skill Development: Data Entry; Professional Skill Development: Excel
746,Employee #746,Sales,Sales Executive,13770.0,Yes,0.2869,MEDIUM,66.5,MEDIUM,"Salesforce, Negotiation, Excel","CRM Software, Communication, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Communication
747,Employee #747,Sales,Sales Executive,5304.0,No,0.2131,LOW,88.74,HIGH,"Excel, CRM Software, Salesforce","Negotiation, Communication, Lead Generation",3,Professional Skill Development: Negotiation; Professional Skill Development: Communication
749,Employee #749,Sales,Sales Representative,2642.0,No,0.2215,LOW,67.52,MEDIUM,"Salesforce, Customer Service, Communication","Cold Calling, CRM",2,Professional Skill Development: Cold Calling; Professional Skill Development: CRM
752,Employee #752,Research & Development,Research Scientist,2759.0,Yes,0.2684,MEDIUM,84.3,HIGH,"R, Lab Equipment, Machine Learning, Python","Data Analysis, Statistics",2,Professional Skill Development: Data Analysis; Professional Skill Development: Statistics
754,Employee #754,Sales,Sales Executive,6804.0,No,0.0501,LOW,72.3,MEDIUM,"Negotiation, Communication, Lead Generation, CRM Software","Salesforce, Excel",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Excel
757,Employee #757,Research & Development,Healthcare Representative,6142.0,No,0.0381,LOW,61.19,MEDIUM,"Communication, Customer Service","Patient Care, Medical Records, EMR Software",3,Professional Skill Development: Patient Care; Professional Skill Development: Medical Records
758,Employee #758,Research & Development,Laboratory Technician,2500.0,No,0.1116,LOW,77.65,HIGH,"Data Entry, Sample Preparation, Excel, Lab Safety",Quality Control,1,Six Sigma Quality Assurance & Process Improvement
760,Employee #760,Human Resources,Human Resources,6389.0,No,0.1832,LOW,77.1,HIGH,"Compliance, HRIS, Recruiting","Employee Relations, Payroll, Workday",3,Professional Skill Development: Employee Relations; Professional Skill Development: Payroll
762,Employee #762,Research & Development,Healthcare Representative,11103.0,No,0.0046,LOW,91.48,HIGH,"Medical Records, Communication","Patient Care, Customer Service, EMR Software",3,Professional Skill Development: Patient Care; Professional Skill Development: Customer Service
763,Employee #763,Research & Development,Research Scientist,2342.0,Yes,0.0758,LOW,92.59,HIGH,"Python, Machine Learning, Statistics","Data Analysis, R, Lab Equipment",3,Professional Skill Development: Data Analysis; Statistical Computing & Data Visualization in R
764,Employee #764,Research & Development,Healthcare Representative,6811.0,No,0.2053,LOW,72.12,MEDIUM,"Customer Service, Patient Care","Medical Records, EMR Software, Communication",3,Professional Skill Development: Medical Records; Healthcare Electronic Medical Records Administration
766,Employee #766,Sales,Sales Representative,2297.0,No,0.0547,LOW,76.66,HIGH,"Customer Service, Cold Calling, CRM, Communication",Salesforce,1,Salesforce CRM Administrator & Cloud Management
769,Employee #769,Research & Development,Laboratory Technician,2450.0,No,0.0093,LOW,84.95,HIGH,"Quality Control, Excel","Lab Safety, Sample Preparation, Data Entry",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
771,Employee #771,Research & Development,Healthcare Representative,5093.0,No,0.0027,LOW,79.18,HIGH,"Communication, EMR Software, Customer Service, Medical Records",Patient Care,1,Professional Skill Development: Patient Care
772,Employee #772,Research & Development,Laboratory Technician,5309.0,No,0.1435,LOW,76.75,HIGH,"Data Entry, Excel, Sample Preparation","Lab Safety, Quality Control",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Six Sigma Quality Assurance & Process Improvement
773,Employee #773,Research & Development,Research Scientist,3057.0,Yes,0.4427,MEDIUM,66.41,MEDIUM,"Python, Machine Learning, Data Analysis, R","Statistics, Lab Equipment",2,Professional Skill Development: Statistics; Professional Skill Development: Lab Equipment
775,Employee #775,Research & Development,Manufacturing Director,5121.0,No,0.0657,LOW,74.61,MEDIUM,"Operations Management, ERP, Lean Six Sigma","Supply Chain, Budgeting",2,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Budgeting
776,Employee #776,Sales,Manager,16856.0,No,0.0029,LOW,89.09,HIGH,"Performance Management, Project Management, Budgeting","Leadership, Strategic Planning",2,Professional Skill Development: Leadership; Executive Leadership & Strategic Workforce Planning
780,Employee #780,Research & Development,Research Scientist,2686.0,Yes,0.0564,LOW,83.19,HIGH,"Python, Statistics, Machine Learning, R","Data Analysis, Lab Equipment",2,Professional Skill Development: Data Analysis; Professional Skill Development: Lab Equipment
781,Employee #781,Sales,Sales Executive,6180.0,No,0.1095,LOW,79.64,HIGH,"CRM Software, Salesforce, Communication","Negotiation, Lead Generation, Excel",3,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
783,Employee #783,Sales,Sales Representative,6632.0,No,0.4587,MEDIUM,78.27,HIGH,"Salesforce, Customer Service","Cold Calling, Communication, CRM",3,Professional Skill Development: Cold Calling; Professional Skill Development: Communication
784,Employee #784,Research & Development,Research Scientist,3505.0,No,0.0776,LOW,80.93,HIGH,"Data Analysis, Python, Statistics","R, Machine Learning, Lab Equipment",3,Statistical Computing & Data Visualization in R; Applied Machine Learning & MLOps Specialization
785,Employee #785,Sales,Sales Executive,6397.0,Yes,0.6252,HIGH,75.81,HIGH,"Lead Generation, Salesforce, CRM Software","Negotiation, Communication, Excel",3,Professional Skill Development: Negotiation; Professional Skill Development: Communication
786,Employee #786,Sales,Sales Executive,6274.0,No,0.009,LOW,77.35,HIGH,"Salesforce, Communication, Excel, Negotiation","CRM Software, Lead Generation",2,Professional Skill Development: CRM Software; B2B Digital Marketing & Modern Sales Pipelines
787,Employee #787,Research & Development,Manager,19859.0,Yes,0.0258,LOW,81.82,HIGH,"Leadership, Strategic Planning, Performance Management","Project Management, Budgeting",2,Professional Skill Development: Project Management; Professional Skill Development: Budgeting
789,Employee #789,Sales,Sales Executive,7587.0,No,0.085,LOW,94.52,HIGH,"Salesforce, Communication, Excel","CRM Software, Negotiation, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
791,Employee #791,Research & Development,Research Scientist,4258.0,No,0.0022,LOW,63.23,MEDIUM,"Python, Statistics, Lab Equipment","Data Analysis, R, Machine Learning",3,Professional Skill Development: Data Analysis; Statistical Computing & Data Visualization in R
792,Employee #792,Research & Development,Laboratory Technician,4364.0,No,0.5672,HIGH,82.46,HIGH,"Sample Preparation, Quality Control, Lab Safety","Data Entry, Excel",2,Professional Skill Development: Data Entry; Professional Skill Development: Excel
793,Employee #793,Research & Development,Healthcare Representative,4335.0,No,0.0859,LOW,75.52,HIGH,"Patient Care, EMR Software, Customer Service","Medical Records, Communication",2,Professional Skill Development: Medical Records; Professional Skill Development: Communication
796,Employee #796,Sales,Sales Executive,5326.0,No,0.6381,HIGH,92.97,HIGH,"Lead Generation, Communication, CRM Software","Salesforce, Negotiation, Excel",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Negotiation
797,Employee #797,Research & Development,Research Scientist,3280.0,No,0.0175,LOW,90.45,HIGH,"Python, Machine Learning, Data Analysis","Statistics, R, Lab Equipment",3,Professional Skill Development: Statistics; Statistical Computing & Data Visualization in R
799,Employee #799,Research & Development,Manufacturing Director,5485.0,Yes,0.1201,LOW,79.66,HIGH,"Supply Chain, ERP","Operations Management, Budgeting, Lean Six Sigma",3,Professional Skill Development: Operations Management; Professional Skill Development: Budgeting
800,Employee #800,Sales,Sales Executive,4342.0,No,0.0987,LOW,75.44,HIGH,"Lead Generation, Excel, CRM Software, Salesforce","Negotiation, Communication",2,Professional Skill Development: Negotiation; Professional Skill Development: Communication
802,Employee #802,Research & Development,Research Scientist,2782.0,Yes,0.0946,LOW,91.04,HIGH,"R, Lab Equipment, Machine Learning","Python, Data Analysis, Statistics",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
803,Employee #803,Research & Development,Manufacturing Director,5980.0,Yes,0.3387,MEDIUM,82.77,HIGH,"Budgeting, Operations Management, ERP","Supply Chain, Lean Six Sigma",2,Global Supply Chain Operations & Logistics Architecture; Lean Six Sigma Green Belt Enterprise Certification
804,Employee #804,Research & Development,Research Scientist,4381.0,No,0.0552,LOW,61.99,MEDIUM,"Lab Equipment, Data Analysis, Machine Learning, R, Python",Statistics,1,Professional Skill Development: Statistics
805,Employee #805,Sales,Sales Representative,2572.0,No,0.2199,LOW,73.01,MEDIUM,"Salesforce, Cold Calling","Customer Service, Communication, CRM",3,Professional Skill Development: Customer Service; Professional Skill Development: Communication
806,Employee #806,Research & Development,Laboratory Technician,3833.0,No,0.0845,LOW,72.53,MEDIUM,"Quality Control, Sample Preparation","Lab Safety, Data Entry, Excel",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Data Entry
807,Employee #807,Research & Development,Healthcare Representative,4244.0,No,0.0032,LOW,86.31,HIGH,"Communication, Patient Care","Medical Records, Customer Service, EMR Software",3,Professional Skill Development: Medical Records; Professional Skill Development: Customer Service
808,Employee #808,Sales,Sales Executive,6500.0,No,0.1273,LOW,87.84,HIGH,"Salesforce, Excel, Communication","CRM Software, Negotiation, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
809,Employee #809,Research & Development,Manager,18430.0,No,0.128,LOW,60.19,MEDIUM,"Project Management, Strategic Planning, Leadership","Budgeting, Performance Management",2,Professional Skill Development: Budgeting; Professional Skill Development: Performance Management
811,Employee #811,Research & Development,Laboratory Technician,1601.0,Yes,0.5171,HIGH,68.19,MEDIUM,"Excel, Sample Preparation, Quality Control","Lab Safety, Data Entry",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Data Entry
812,Employee #812,Research & Development,Laboratory Technician,2694.0,No,0.0526,LOW,63.16,MEDIUM,"Sample Preparation, Lab Safety, Data Entry","Quality Control, Excel",2,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Excel
